id,brand,name,price,description,rating,category,product_type,product_colors
1031,rejuva minerals,Bronzer - pressed,0.0,"Our bronzer has been enhanced with Fruits, Botanicals and Clays for their natural color, fragrance and antioxidant benefits! Blended with Certified Organics Fruits and Botanicals Formulated with common skin irritants. Our bronzer will offer a natural 'ultra sheer' semi-matte finish. Made without any gluten containing ingredients VEGAN! Eco Friendly jars!",,powder,bronzer,"[{'hex_value': '#DDA983', 'colour_name': 'St Tropez'}, {'hex_value': '#9C7248', 'colour_name': 'Bahama Mama'}]"
1030,penny lane organics,Lip Gloss,0.0,For fuller healthier lips! Long lasting colour! This colour is a good choice for any skin tone. It can be made lighter by wiping some off after application.Please note that our Vitamin E is extracted from non-GMO soy bean oil and therefore is gluten-free.,,lip_gloss,lipstick,"[{'hex_value': '#2F1513', 'colour_name': 'Black Cherry'}, {'hex_value': '#4F1314', 'colour_name': 'Fiery Red'}, {'hex_value': '#6F2633', 'colour_name': 'Pearl Pink'}, {'hex_value': '#B05665', 'colour_name': 'Pink Shimmer'}, {'hex_value': '#783F30', 'colour_name': 'Sunset Bronze'}, {'hex_value': '#511617', 'colour_name': 'Sweet Cherry'}, {'hex_value': '#8E2432', 'colour_name': 'Tropical Fuschia'}]"
1029,nudus,Amalia,0.0,"named after my beautiful mum, delicately pink that displays sophistication. a perfect sheer wash of gorgeous colour that brings a new texture to the lip euphoria range. <strong>lipstick benefits</strong> a unique handcrafted lipstick blended with certified organic ingredients. beautifully pigmented with ancient ayurvedic bioactive colour extracts, leaving your lips soft and deliciously hydrated.<strong>key benefits</strong><ul><li>vitamins, A, B, C, D, E and K</li><li>antioxidants, including pomegranate, raspberry and kiwi cold pressed oils</li><li>27 active natural ingredients, helping against environmental stress</li><li>colours made from flowers, fruits, herbs and minerals</li><li>free from parabens, petro-chemicals, lanolin, hydrogenated oils,fd&amp;c and lake dyes, nano-particles, gmo, pesticides and fungicides</li><li>not tested on animals</li><li>gluten free</li></ul>",,lipstick,lipstick,"[{'hex_value': '#7C524F', 'colour_name': '27 Kisses'}, {'hex_value': '#884955', 'colour_name': 'Amalia'}, {'hex_value': '#9F3D2A', 'colour_name': 'Bitter Sweet'}, {'hex_value': '#542A26', 'colour_name': 'Dirty Diana'}, {'hex_value': '#793D48', 'colour_name': 'Dreamtime'}, {'hex_value': '#BB6E60', 'colour_name': 'Fairy Tale'}, {'hex_value': '#BA8285', 'colour_name': 'Halo'}, {'hex_value': '#71474E', 'colour_name': 'Just Like Jade'}, {'hex_value': '#AF8475', 'colour_name': 'Naked'}, {'hex_value': '#D65572', 'colour_name': 'Precious'}, {'hex_value': '#8F1A23', 'colour_name': 'Revenge'}, {'hex_value': '#8B383D', 'colour_name': 'Ruby Rose'}, {'hex_value': '#C83752', 'colour_name': 'Survivor'}, {'hex_value': '#784F5F', 'colour_name': 'Viva'}, {'hex_value': '#672F57', 'colour_name': 'Zo Zo'}]"
1028,marienatie,Pressed Foundation,0.0,A pressed foundation by MarieNatie providing a silky and flawless finish – it provides great coverage and protects skin with SPF 10.  Titanium dioxide acts as an absorbent of oil and jojoba oil helps to cleanse and moisturize the skin.,,powder,foundation,"[{'hex_value': '#F8DBC3', 'colour_name': 'Ivory'}, {'hex_value': '#ECBFA3', 'colour_name': 'Natural Beige'}, {'hex_value': '#FAE3C9', 'colour_name': 'Sunny Beige'}, {'hex_value': '#F3D2B7', 'colour_name': 'Warm Tan'}, {'hex_value': '#E7C09D', 'colour_name': 'Tan'}, {'hex_value': '#F4D3B8', 'colour_name': 'Honey'}, {'hex_value': '#D4AD8C', 'colour_name': 'Caramel'}, {'hex_value': '#D8AD91', 'colour_name': 'Chocolate'}, {'hex_value': '#C29F90', 'colour_name': 'Deep Golden'}]"
1027,marienatie,Pressed Eye Shadow,0.0,Hypoallergenic shadows that are rich in colour with a lightweight texture.  These MarieNatie shadows are fragrance-free and will stay on all day.   Compact comes with a mini brush that can be stored away.  Titanium dioxide acts as an absorbent of oil and jojoba cleanses and moisturizes the skin.,,,eyeshadow,"[{'hex_value': '#FDFAF9', 'colour_name': 'Blanc'}, {'hex_value': '#F9F5F2', 'colour_name': 'A la mode'}, {'hex_value': '#C5BEBA', 'colour_name': 'Soiree'}, {'hex_value': '#DFC99C', 'colour_name': 'Oro'}, {'hex_value': '#635152', 'colour_name': 'Cafe'}, {'hex_value': '#DADFBF', 'colour_name': 'Emerald'}, {'hex_value': '#A2AA93', 'colour_name': 'Foret'}, {'hex_value': '#8E6771', 'colour_name': 'Tres Beau'}, {'hex_value': '#9886A3', 'colour_name': ""C'est Bon""}, {'hex_value': '#5B739C', 'colour_name': 'Lune'}, {'hex_value': '#464342', 'colour_name': 'Minuit'}, {'hex_value': '#CBDDE3', 'colour_name': 'Mon Amour'}, {'hex_value': '#E2CED1', 'colour_name': 'Fleur'}]"
1026,marienatie,Mineral Blush,0.0,Formulated to reduce the appearance of pores while creating a long-lasting natural finish.  This MarieNatie brush protects skin with SPF15.  Sericite mica is great for absorbing oil and won’t clog up pores.  Mica is a natural mineral that helps to enhance the skin tone.,,powder,blush,"[{'hex_value': '#C97D66', 'colour_name': 'Blushing Apple'}, {'hex_value': '#DF9A84', 'colour_name': 'Desert Rose'}]"
1025,marienatie,Perfect Lash Mascara,0.0,"Marie Natie Perfect Lash Mascara is made with all natural ingredients that will not only condition your lashes but lengthen and thicken your every lash with every stroke.  Oregano, rosemary and thyme extract are great antioxidants and helps to maintain skin health.  Cinnamon bark extracts helps to fight infection.  Lemon peel extract contains natural healing and soothing properties.",,,mascara,"[{'hex_value': '#000000', 'colour_name': 'Black'}]"
1024,marienatie,Loose Mineral Eyeshadow,0.0,"Long-lasting eye colours delivering an instant glam and shimmer.  Silky and soft texture of MarieNatie glides on easily when applied wet or dry.  Magnesium stearate repels water and will help keep your eye shadow on all day and absorb any extra oil.  Kaolin clay will help to purify, soothe different skin types.",,,eyeshadow,"[{'hex_value': '#D1A390', 'colour_name': 'Bisque'}, {'hex_value': '#E4C2C4', 'colour_name': 'Rose'}, {'hex_value': '#CBD0D0', 'colour_name': 'Jade'}, {'hex_value': '#9F9686', 'colour_name': 'K aki'}, {'hex_value': '#92A281', 'colour_name': 'Emerald'}, {'hex_value': '#C57F70', 'colour_name': 'Oam'}, {'hex_value': '#8D6255', 'colour_name': 'Chocolate'}, {'hex_value': '#AB9A9E', 'colour_name': 'Riz Violet'}, {'hex_value': '#808193', 'colour_name': 'Aubergine'}, {'hex_value': '#F8DDAE', 'colour_name': 'Oro'}, {'hex_value': '#B0A9AC', 'colour_name': 'Argent'}, {'hex_value': '#8B5966', 'colour_name': 'Mauve'}, {'hex_value': '#47404A', 'colour_name': 'Noir'}]"
1023,marienatie,Lipstick,0.0,"A pure and creamy lipstick by MarieNatie formulated with organic jojoba, avocado, and coconut oil which are rich in anti-oxidants and have moisturizing benefits. Enriched with naturally derived organic mango and cocoa butters that will soothe, hydrate and regenerate dry lips.",,lipstick,lipstick,"[{'hex_value': '#9D5E4F', 'colour_name': 'Evelyn'}, {'hex_value': '#B03B3E', 'colour_name': 'Rosie'}, {'hex_value': '#9A1C24', 'colour_name': 'Giselle'}, {'hex_value': '#B4556E', 'colour_name': 'Ava'}]"
1022,marienatie,Lip Gloss,0.0,MarieNatie offers a gluten free and vegan lip gloss providing rich colours and shine without the stickiness. The natural oils will offer moisturizing properties and lasting hydration for your lips. Contains grape seed oil to reduce aging and wrinkles and sunflower oil has the ability to heal skin. Vitamin E is a great antioxidant that will protect and repair skin.,,lip_gloss,lipstick,"[{'hex_value': '#D5A291', 'colour_name': 'Posh'}, {'hex_value': '#D5A3A1', 'colour_name': 'Flair'}, {'hex_value': '#E89EA2', 'colour_name': 'Tickled'}, {'hex_value': '#8B5B5F', 'colour_name': 'Envy'}, {'hex_value': '#99696C', 'colour_name': 'Lush'}, {'hex_value': '#F1B8BE', 'colour_name': 'Pure'}, {'hex_value': '#D37B92', 'colour_name': 'Babe'}, {'hex_value': '#CA5774', 'colour_name': 'Wild'}]"
1021,marienatie,Gel Liner,0.0,This smooth and creamy formula from MarieNatie will provide a silky soft and non-oily finish. It glides on evenly to deliver immediate results.,,gel,eyeliner,"[{'hex_value': '#000000', 'colour_name': 'Black'}]"
1020,marienatie,Eyeliner,0.0,An eyeliner that offers long lasting colour and a natural smooth finish.  Both jojoba oil and meadowfoam oil have amazing moisturizing properties to help repair skin.  Beeswax is known for its healing properties and will help to improve skin conditions.,,pencil,eyeliner,"[{'hex_value': '#000000', 'colour_name': 'Black'}, {'hex_value': '#393230', 'colour_name': 'Brown'}, {'hex_value': '#353234', 'colour_name': 'Smoke'}]"
1019,maia's mineral galaxy,Mineral Eye Brow Liner Charcoal Brown,0.0,,,pencil,eyebrow,"[{'hex_value': '#5B4439', 'colour_name': 'Charcoal Brown'}, {'hex_value': '#000000', 'colour_name': 'Black'}, {'hex_value': '#5E3C30', 'colour_name': 'Cocoa'}, {'hex_value': '#4D4D4B', 'colour_name': 'Dark Gray'}, {'hex_value': '#6E4E2A', 'colour_name': 'Hazel Brown'}]"
1018,lotus cosmetics usa,Mascara,0.0,"All natural mascara lengthens, thickens, and defines lashes. Created with coffee extract, rice proteins and sunflower oil to condition lashes. Smudge proof and water resistant for lashes that will all day. Made with natural and organic ingredients. In Black, and Brown.",,,mascara,"[{'hex_value': '#000000', 'colour_name': 'Black'}]"
1017,lotus cosmetics usa,Creme to Powder Blush,0.0,"A cream to powder blush made with all natural ingredients that applies like a soft cream but finishes like a silky powder. Antioxidant-rich botanicals help moisturize the skin, while natural pigments provide long-lasting buildable color for a healthy, radiant glow. Made with natural and organic ingredients.",,cream,blush,"[{'hex_value': '#C7766F', 'colour_name': 'Plum'}, {'hex_value': '#DF925C', 'colour_name': 'Apricot'}, {'hex_value': '#E89B7C', 'colour_name': 'Rose'}]"
1016,lotus cosmetics usa,Eye Shadow Palette Mesmerize,0.0,A four-color eyeshadow palette infused with natural minerals and antioxidant rich extracts to help prevent fine lines and wrinkles. Easily blendable shades give you the ability to create effortlessly natural or dramatic looks. Made with natural and organic ingredients.,,palette,eyeshadow,"[{'hex_value': '#FDF5EB', 'colour_name': 'Color 1'}, {'hex_value': '#F5CFBC', 'colour_name': 'Color 2'}, {'hex_value': '#B57F57', 'colour_name': 'Color 3'}, {'hex_value': '#A39796', 'colour_name': 'Color 4'}]"
1015,lotus cosmetics usa,Eye Shadow Palette Deluxe,0.0,A four-color eyeshadow palette infused with natural minerals and antioxidant rich extracts to help prevent fine lines and wrinkles. Easily blendable shades give you the ability to create effortlessly natural or dramatic looks. Made with natural and organic ingredients.,,palette,eyeshadow,"[{'hex_value': '#F4DACA', 'colour_name': 'Color 1'}, {'hex_value': '#C89281', 'colour_name': 'Color 2'}, {'hex_value': '#4F7386', 'colour_name': 'Color 3'}, {'hex_value': '#9D9484', 'colour_name': 'Color 4'}]"
1014,lotus cosmetics usa,Eye Shadow Palette Smokey,0.0,A four-color eyeshadow palette infused with natural minerals and antioxidant rich extracts to help prevent fine lines and wrinkles. Easily blendable shades give you the ability to create effortlessly natural or dramatic looks. Made with natural and organic ingredients.,,palette,eyeshadow,"[{'hex_value': '#7F946E', 'colour_name': 'Color 1'}, {'hex_value': '#C8B38A', 'colour_name': 'Color 2'}, {'hex_value': '#668D9F', 'colour_name': 'Color 3'}, {'hex_value': '#36312C', 'colour_name': 'Color 4'}]"
1013,lotus cosmetics usa,Eye Shadow Palette Seduction,0.0,A four-color eyeshadow palette infused with natural minerals and antioxidant rich extracts to help prevent fine lines and wrinkles. Easily blendable shades give you the ability to create effortlessly natural or dramatic looks. Made with natural and organic ingredients.,,palette,eyeshadow,"[{'hex_value': '#EBBC9D', 'colour_name': 'Color 1'}, {'hex_value': '#EFB1B0', 'colour_name': 'Color 2'}, {'hex_value': '#5E3A31', 'colour_name': 'Color 3'}, {'hex_value': '#72504A', 'colour_name': 'Color 4'}]"
1012,lotus cosmetics usa,Eye Shadow Palette Cocoa,0.0,A four-color eyeshadow palette infused with natural minerals and antioxidant rich extracts to help prevent fine lines and wrinkles. Easily blendable shades give you the ability to create effortlessly natural or dramatic looks. Made with natural and organic ingredients.,,palette,eyeshadow,"[{'hex_value': '#E7CBB7', 'colour_name': 'Color 1'}, {'hex_value': '#BE9794', 'colour_name': 'Color 2'}, {'hex_value': '#B5816B', 'colour_name': 'Color 3'}, {'hex_value': '#9E6D64', 'colour_name': 'Color 4'}]"
1011,green people,Volumising Mascara,0.0,"Natural mineral pigments for intense natural black colour. Nourish roots and condition lashes with 98percent natural ingredients. Unique precision brush offers excellent lash definition Natural cellulose micro spheres give outstanding volume Vitamin E, Sunflower oil & Organic Beeswax",,,mascara,"[{'hex_value': '#000000', 'colour_name': 'Black'}]"
1010,coastal classic creation,Conch Lipstick,0.0,"Coastal Classic Creations Conch Lipstick is a flattering, stylish, rich winterberry color. This lipstick is paraben-free and vegan and contains sunflower oil which is rich in Vitamin E and which may protect against damage from the sun. To boost the product's effectiveness, we add sesame seed oil which contains Vitamins E, D, and B complex to provide moisture and neutralize free radicals. Companions well with Boysenberry Lip Crayon.",,lipstick,lipstick,"[{'hex_value': '#822A42', 'colour_name': 'Raspberry'}, {'hex_value': '#8D394F', 'colour_name': 'Conch'}, {'hex_value': '#9F4353', 'colour_name': 'Crushed Rose'}, {'hex_value': '#A15F55', 'colour_name': 'Tender Toffee'}, {'hex_value': '#F09178', 'colour_name': 'Deja Vu'}, {'hex_value': '#B83037', 'colour_name': 'Sun Dial'}, {'hex_value': '#AD4C46', 'colour_name': 'Terra Gold'}, {'hex_value': '#A96B67', 'colour_name': 'Cowry'}, {'hex_value': '#B73849', 'colour_name': 'Tender'}, {'hex_value': '#D06C89', 'colour_name': 'Nautilus'}, {'hex_value': '#C49082', 'colour_name': 'Extremely Nude'}, {'hex_value': '#B78592', 'colour_name': 'Ginger Snap'}, {'hex_value': '#DD786A', 'colour_name': 'Coral Shell'}, {'hex_value': '#E5A4BF', 'colour_name': 'Twilight'}, {'hex_value': '#954D44', 'colour_name': 'Sand Dollar'}]"
1009,c'est moi,Reflect Lip Gloss,0.0,"These essential lip gloss shades are enriched with a blend of natural and organic oils to deliver the perfect amount of sheer color and shine to lips. Enriched with a blend of natural and organic oils, this essential gloss delivers a wash of sheer color and promises shine—not stickiness. Made for Young Delicate Skin Types NO – Talc, Fragrance, Parabens, Phthalates, Sulfates, Mineral oil or Propylene Glycol Dermatologist Tested Clinically Tested on Sensitive Skin, Hypoallergenic, Made with Natural & Organic Ingredients",,lip_gloss,lipstick,"[{'hex_value': '#DF585A', 'colour_name': 'Rise'}, {'hex_value': '#E4CFCE', 'colour_name': 'Opulence'}, {'hex_value': '#D6474B', 'colour_name': 'Bliss'}]"
1008,c'est moi,Muse Mascara,0.0,"Define, lengthen and nourish lashes with organic shea butter, grapeseed and jojoba oils. Lashes are coated gently and evenly without clumping, transferring or flaking. Long, lush lashes begin with this luxe mascara that is formulated with organic shea butter and oils of grape and jojoba seed to help nourish and condition as it lengthens and defines. Velvety and smooth, it coats lashes gently and evenly without clumping, transferring, or flaking. Made for Young Delicate Skin Types. NO – Talc, Fragrance, Parabens, Phthalates, Sulfates, Mineral oil or Propylene Glycol",,,mascara,"[{'hex_value': '#000000', 'colour_name': 'Black'}]"
1007,c'est moi,Luminary Lip Crayon,0.0,"These nourishing and creamy lip crayons come in 6 perfectly pigmented shades that go from subtle to statement. This easy-to-use lip crayon delivers velvety application and perfectly pigmented color, plus a nourishing formula with a creamy, consistent texture designed to make your lips appear soft and smooth. Apply sparingly for a subtle look, or generously to make a statement—either way, your lips will feel as beautiful as they look! Made for Young Delicate Skin Types NO – Talc, Fragrance, Parabens, Phthalates, Sulfates, Mineral oil or Propylene Glycol Dermatologist Tested Clinically Tested On Sensitive Skin Hypoallergenic",,pencil,lip_liner,"[{'hex_value': '#B89093', 'colour_name': 'Fresh'}, {'hex_value': '#CB7579', 'colour_name': 'True'}, {'hex_value': '#EB5D92', 'colour_name': 'Fierce'}, {'hex_value': '#E74857', 'colour_name': 'Vivid'}, {'hex_value': '#CC5257', 'colour_name': 'Brave'}, {'hex_value': '#65373E', 'colour_name': 'Courage'}]"
1006,c'est moi,Fearless Eyeliner,0.0,"Make eyes pop with this velvety smooth eyeliner that glides on effortlessly and precisely. Make your eyes pop with this sleek, easy-to-use eyeliner. Formulated with both jojoba seed oil and shea butter, its velvety smooth formula glides on effortlessly and precisely. To sharpen, place inside sharpener and turn the pencil gently to create a working tip. Made for Young Delicate Skin Types NO – Talc, Fragrance, Parabens, Phthalates, Sulfates, Mineral oil or Propylene Glycol  Dermatologist Tested Clinically Tested on Sensitive Skin Hypoallergenic Made with Natural Ingredients",,pencil,eyeliner,"[{'hex_value': '#B8A89A', 'colour_name': 'Fearless'}]"
